,Comment,Date
586,"I am strongly opposed to RDUs land use plan as proposed to turn multiple acres of greenspace into commercial development. This greenspace is widely used by people of the area for hiking,biking, and other outdoor activities.",8/2/2016
587,"I just wanted to express my concern over what has been proposed for the RDU area property adjacent to Umstead, Lake Crabtree Couty Park and the areas next to I-40.As you are aware, these areas are heavily used by the local mountain biking community as well as hikers. I understand these uses are not income generating for the RDUAA, and this type ofuse is not currently a realistic consideration versus development. I would like to state that perhaps both uses could co-exist if development of the property does take place and having arecreational component to the development could be a standout feature for the property. Greenspace could contain multi-purpose trails and provide a openness to a campus that provides theuses the RDUAA seeks from the property. Areas of the property used to offset nutrient loading for new development, buffer requirements, screening requirements and areas of the property thatare not as economically feasible to develope due to exisitng site condition can all possibly contain trail.Thanks.",8/2/2016
588,"I herewith object the development of Crabtree Lake terrain at Unstead in order to preserve the trails for hikers, bikers, anyone who enjoys the outside.Thanks",8/2/2016
589,"I am writing in response to the horrid proposals to develop the forested recreation areas and lands between Umstead State Park and Lake Crabtree County Park - referred to as the Old ReedyCreek (ORC) lands - and to develop the lands making up Lake Crabtree County Park (LCCP).The proximity LCCP/ORC forested recreation space to the urban areas of Raleigh, Durham, Chapel Hill, and the Research Triangle Park positively affects the quality of life in the Triangleregion. There is no way to replace this gem if it is given up for commercial or residential development. Destruction of this forested recreation space would DECREASE the quality of life in theTriangle region. Thus, every effort should be made to preserve these valuable natural areas.Lake Crabtree County Park (LCCP) is a heavily used park with an average of 300,000 visitors per year, approximately a third of which are trail parcel users â€“ mountain bikers, runners, hikers,bird-watchers, orienteering course participants, etc.LCCP and ORC lands currently have approximately 32 miles of existing recreational trails built by local residents (using their own time and money) and are used by a multitude of people -mountain bikers, hikers, walkers, and runnersâ€¦adults and childrenâ€¦groups and individuals. Some of the trails in this forested green space offer beginner/kid-friendly mountain biking andhiking and thus foster family outdoor recreation. These trails are connected to the greenway systems of both Raleigh and Cary. Residents can and do, leave from their homes or workplacesand access the forested recreation areas without having to drive!The ORC lands and Lake Crabtree County Park, together with Umstead State Park could easily be progressed into an Urban Trails Center. Such a Center would not only benefit all residents,but would also attract visitors. The benefits of such a Center to the community in its current and future state (i.e. considering population growth) far outweigh any benefits which might berealized by creating a few new offices, a hotel, and a quarry. There is room elsewhere for offices, hotels, and quarries, but there is no other room for a centrally located forested recreation area!The Triangle region should look at the work which has taken place in Richmond, VA, and Chattanooga, TN to preserve trails close to population centers.As a centrally located, easily accessible forested recreation area increases the quality of life of those nearby, this same land also helps to attract future businesses. With more business, thearea attracts even more people. Thus, preserving this centrally located forested recreation area is even more important for the growth and health of the Triangle area.Another issue is that the development of the ORC lands and Lake Crabtree County Park lands would remove an important green space buffer between the airport facilities and the very popularUmstead State Park. This could negatively affect the hundreds of acres within the Crabtree Creek watershed.It was my understanding that RDUâ€™s master planning process revealed that the ORC/LCCP lands are NOT required for runways, terminals, parking, or any other facility directly related to",8/2/2016
590,"Dear RDU AA,Please consider land swap with city and protect land and resources that are used by thousands of hikers, runners and bikers that make the area a great place to live.thanks for any consideration for saving what can never be returned, a natural resource.sincerely",8/2/2016
591,The airport is nice. Their community land use is very poor.,8/2/2016
592,"Although I think the airport itself is great, I can't agree with RDU Master Plan 2050 destroying lots of recreational area Raleigh and RTP is most known for!",8/2/2016
593,Please provide the specific CFR citations on the obligations and limits of airport land use referenced in your slides.,8/2/2016
594,"We currently have a great opportunity. Making the trails that exist on parcels 2, 3, and 4 legal and protected for the long term could create an IMBA rated ride center that would turn this areainto a premier mountain bike tourist destination. Very few of these exist in urban areas, and even fewer are so close to a major airport. Local hotels and restaurants have been clamoring formore weekend business, and this would be a GREAT way to kickstart that. Business travelers who bike would extend their stays over the weekend instead of jumping ship, and some folkswould fly here JUST for trail access like this. But once you bulldoze it, that opportunity is lost forever.",8/2/2016
595,I hope you choose to leave the area around the airport in its Natural state. I think there is already enough development in Wake County. It would be in the communities best interest if the threeparcels in question where turned in to public parks for the recreation of all in the Triangle area.,8/2/2016
596,"The absolute last thing we need is more development. We need the green space around the airport. It's a load of cr@p that the airport cant work with the community to save all of CrabtreeCounty Park (all of it--not just the section on one side of the road) and meet there mission. Most of the board at the airport is in development, construction, banking, insurance etc. All areas thatwould prosper from development. Very interesting that not one board member has a back ground in conservation.",8/2/2016
597,"All,I have recently learned of RDU's plan to turn Crabtree Park into an office Park. Crabtree lake is a precious resource that all citizens in the Triangle enjoy as wonderful place for fun freecommunity activities. Turning its natural beauty into an office park would be a shameful waste of our diminishing natural resources. I sincerely ask that you cancel any plans to develop CrabtreeLake into an office park. Again such a move would be a terrible waste of our natural resources; robbing the triangle of much needed recreational space and I ask that you permanently cancelplans to develop Crabtree Lake into an office park.SincerelyCary Resident",8/2/2016
598,"I am very concerned about the plans proposed for Lake Crabtree Park. This is an oasis for residents and visitors and an area we should proudly maintain, not seek to destroy. We enjoy bikingand walking through Crabtree Park and Umstead Park. We should do nothing to jeopardize these irreplaceable resources. Once they are gone, that's it! We have enough business parks andlosing these trails will be detrimental to the local community. Over 300,000 people visit Crabtree county park, we use the greenspace and I personally would like to see it preserved. I object todestroying trails and forested areas. The airport needs to come up with an alternative plan that supports the community. A business park and quarry does not support our community; itdegrades our community.",8/2/2016
599,"I am very concerned about the plans proposed for Lake Crabtree Park. This is an oasis for residents and visitors and an area we should proudly maintain, not seek to destroy. We enjoy bikingand walking through Crabtree Park and Umstead Park. We should do nothing to jeopardize these irreplaceable resources. Once they are gone, that's it! We have enough business parks andlosing these trails will be detrimental to the local community. Over 300,000 people visit Crabtree county park, we use the greenspace and I personally would like to see it preserved. I object todestroying trails and forested areas. The airport needs to come up with an alternative plan that supports the community. A business park and quarry does not support our community; itdegrades our community.",8/2/2016
600,"Leave the trees, please. The pines around RDU are its trademark! The trails through a mature canopy are a big draw to these wonderful trails. Please consider the health of this community andhow removing these parks can impact our communities bodies and minds. Thanks for allowing a voice to the direction.",8/2/2016
601,"The below communication from the Airport Authority simply shows the level of arrogance the Airport Authority has for the community. This communication does nothing to attempt to work withthe community. It just states that the airport can and will do whatever they wish with the land regardless of the community's concerns. Additionally, as home owners on Old Reedy Creek Rd itdoes nothing to answer our personal concerns about zoning, property values and quality of life. The members of the Airport Authority appears to be more annoyed by ours and the community'sconcerns than empathetic to them. This whole process is just history repeating itself. The Airport Authority didn't care about community views in the 1970s when they threatened eminentdomain on Old Reedy Creek Rd and they don't care today when they've decided they wish to commercialize the area.Home OwnerThe Airport Authority communication I received today:Youâ€™re receiving this e-mail because of your recent comments regarding recreational use of the RDU Airport's Authorityâ€™s land as part of the Vision 2040 Master Plan. We value yourfeedback and it will be considered as the master plan study continues.Weâ€™ve received many comments about our parcels of land in the Lake Crabtree County Park area, and weâ€™d like to clarify a few things about use of that land. Our primary purpose is tosupport the aviation needs of our community. Our owning bodies decided years ago that Airport land must support aviation, and agreements with the federal government are in place to thatend.We desire to work with the community on the future use of our land in the Lake Crabtree area. We hope to identify a plan for the land that satisfies our federal obligations, allows for futurefinancial support of airport infrastructure and, if possible, includes recreational use.FolloParcels.jpgwing, please see some specific information around parcels of our land for which you may have concerns, and please review our Frequently Asked Questions for additionalinformation.Parcel 1: 33 acres. Lake Crabtree County ParkIn 1985, the Airport Authority entered into a long-term lease with Wake County for the construction and operation of Lake Crabtree County Park. This lease continues until June 2025. Our leasewith Wake County includes the understanding that at some point, portions of the land may need to be returned to support airport needs. However, the majority of the park area is in a 100-yearfloodplain and is thus suited for recreational uses.",8/2/2016
602,"Folks, I have some suggestions and comments regarding undeveloped land and use of that land for recreational purposes. I understand that eventually much of the undeveloped land could endup being developed and that the FAA restrictions and obligations in some ways force your hand.I also understand that not all of the land is going to be developed right away. In particular I am speaking about the parcels:- between park and ride 3, the National Gurad rd., Old Reedy Creek and Umstead.- the parcel across from the Sheets abutting I40 and Aviation.- other parcels abutting National Guard Rd.While this land is not developed I suggest you embrace its recreational use with the understanding that, that use could be terminated. Consider please1) Working with Umstead to develop an corridor trail from the Sheets / National Gurard rd. area over to Reedy Creek Rd. in Umstead.2) Develop a parcel near the Sheets with recreational, particularly biking, use in mind. Bring in a local bike shop with parking, cleaning stations, outdoor showers to encourage and supportrecreational use of the land and access to Umstead.3) Bring in a bar /restaurant that caters to these recreational users. ( A brew pub would be just the thing. Maybe you could lure Aviation Brewing up from Fuquay)4) Bring in a hotel or encourage an existing hotel adjacent to this area to encourage and support biking with storage, cleaning, and other facilities for bikers.3) Embrace the existing recreational use by mtn bikers, hikers, etc.. on land where those activities are currently trespassing. Work with Umstead, Lake Crabtree, TORC and other interestedparties to fully sanction use of this land for biking, walking etc. while it is not developed.4) Work with TORC, Crabtree, Umstead and other interested parties to develop new trails on currently undeveloped land.Implementing these suggestion could turn the corner near the Sheets into a recreational hub with sufficient commercial activity to justify the existence of land for recreational purposes.Again I understand that the undeveloped land may eventually end up being developed, but while it is not, please work with the recreation community to use it for recreation.Additionally when considering that value of land and its potential development be sure and include in that assessment the existing natural value and ecosystem services that the land provides.Please see: http://www.fs.fed.us/ecosystemservices/ and many other resources available on ecosystem services. With that in mind perhaps some of the land has sufficient value in and of itselfand does not need development.Thank you very much for your consideration.Sincerely,",8/2/2016
603,"I'm a resident of Chapel Hill and I work in Cary. I'm writing to express support for the conservation and expansion of the existing trail networks in the Lake Crabtree/Old Reedy CreekRd/Umstead area. This gem is a centrally-located hub for hikers, bikers, runners, and other outdoor enthusiasts in the Triangle. It is irreplaceable. Hotels and retail can go almost anywhere butwe'll never have another chance to build around this green hub if it's destroyed. Let's make RDU special by keeping and expanding this wonderful asset.Sincerely,Chapel Hill, NC",8/2/2016
604,"One of the best things about the RTP area is that we have greenspace. It's a factor that attracts top notch talent to this area. By eliminatingthe existing parks and surrounding areas to RDU, you are taking away one of the most important treasures we have. There are a number ofexisting industrial and office complexes that are sitting empty right now, so the need to build more only serves to benefit the builder,unless the airport authority is planning on using the empty space as a tax write-off. Shame on the airport authority for even thinking thatthe best path forward would be to bulldoze and build. If it's more money that the authority is after, perhaps more on time flights and moreefficient use of existing dollars would be more beneficial. Ripping out acres upon acres of trees isn't the solution. I vehemently opposebulldozing a single tree on the proposed parcels. The parks and natural areas are an immensely valuable resource that I believe the airportauthority should leave as is.",8/2/2016
605,RDU would not be serving the people well developing land in and around Lake Crabtree Community Park (LCCP). All the land for trails at LCCP and other trails are essential to keeping a wellbalanced blend of natural wooded area for public recreation vs development of the surrounding land. That area is an oasis in an ever expanding development of the Triangle and ideally locatedfor all residents in the area.,8/2/2016
606,The open space that will be impacted by RDU AA's development plan is truly a unique place to recreate. The trail system at Lake Crabtree County Park represents some of my favorite trails tohike and bike on. Other people I've spoken with have confirmed that access to these trails was one of the biggest draws to living in this area. I believe there should be much more thought putinto alternatives to development of this park to save a this valuable open space for future generations.,8/2/2016
607,"I am strongly opposed to RDUs land use plan as proposed to turn multiple acres of greenspace into commercial development. This greenspace is widely used by people of the area for hiking,biking, and other outdoor activities.",8/2/2016
608,"I just wanted to express my concern over what has been proposed for the RDU area property adjacent to Umstead, Lake Crabtree Couty Park and the areas next to I-40.As you are aware, these areas are heavily used by the local mountain biking community as well as hikers. I understand these uses are not income generating for the RDUAA, and this type ofuse is not currently a realistic consideration versus development. I would like to state that perhaps both uses could co-exist if development of the property does take place and having arecreational component to the development could be a standout feature for the property. Greenspace could contain multi-purpose trails and provide a openness to a campus that provides theuses the RDUAA seeks from the property. Areas of the property used to offset nutrient loading for new development, buffer requirements, screening requirements and areas of the property thatare not as economically feasible to develope due to exisitng site condition can all possibly contain trail.Thanks.",8/2/2016
609,"I herewith object the development of Crabtree Lake terrain at Unstead in order to preserve the trails for hikers, bikers, anyone who enjoys the outside.Thanks",8/2/2016
610,"Homeowner near Umstead State ParkI live near Umstead and frequently use Umstead, ORC, and LCCP. I can personally attest to the volume of use of these areas.SurvivorI survived an abusive relationship. I made big steps in the healing process when walking or biking in the ORC/Crabtree/Umstead areas. Had I not had ready access to these areas, healingwould have been much delayed. I am sure that I am not the only one who has experienced emotional healing in these beautiful forested areas that are so, so close to the Triangle community.For the physical and mental health of the Triangle community, preservation of ORC and Crabtree is needed!Family person - AuntI have 3 nephews, 2 of whom have taken up mountain biking and the outdoors, following in my footsteps. The ORC/LCCP/Umstead areas offer a centrally located, kid friendly area for me tospend time with them. My brother-in-law is also actively using these areas. I see other adults with their kids on these lands. For the preservation of family friendly forested recreation space,preservation of ORC/LCCP is needed!Community Volunteer â€“ Coach for NICAIn 2017, the National Interscholastic Cycling Association (NICA) will be starting up a league here in North Carolina. This league will involve kids from the entire state competing in about 5 racesfor the season. Each race will be in a different region. The trails at Lake Crabtree County Park offer a great venue for one of the races in this league. This race will benefit the surrounding hotelsand restaurants.Mountain BikerMy passion, outside of my church and my family, is cycling. There are many of us in this area who use both the roads and the trails for cycling endeavors. As a community, mountain bikershave put over 30 years of effort into building trails in this area, including the trails in the ORC/LCCP area. While I also enjoy road biking, getting on a paved road at rush hour is quite scary withall of the cars. The peacefulness and serenity of the woods is much safer!",8/2/2016
611,"Dear RDU AA,Please consider land swap with city and protect land and resources that are used by thousands of hikers, runners and bikers that make the area a great place to live.thanks for any consideration for saving what can never be returned, a natural resource.sincerely",8/2/2016
612,The airport is nice. Their community land use is very poor.,8/2/2016
613,"Although I think the airport itself is great, I can't agree with RDU Master Plan 2050 destroying lots of recreational area Raleigh and RTP is most known for!",8/2/2016
614,"This same communication was sent by email today by the Airport Authority to anyone who has made comments. What I read in this is ""This is our land, even though it was paid for with yourfederal tax dollars, so stop complaining because we'll do whatever we want regardless of your concerns. Oh, and by the way, since we put up ""No Trespassing"" signs you've been forewarnedthat you weren't supposed to be using parts of this land anyway. We've lived here for 9 years and have never seen any effort to keep this land from being used for recreational purposes. You'venever appeared to mind the use by the community and my personal perception is the ""No Trespassing"" signs are there solely to protect you from any financial liability should anyone be injuredwhile using the land. My perception, as someone who is out here 24/7, is you've given tacit permission for DECADES by not making any attempt to stop the use. This includes permitting theboy scouts to utilize the land for camping since they regularly camp on your land that borders ours... I know you know they're there as they set up camp for the weekend on your land right nextto the road. You're team members cannot miss them as they drive by. You then send the above communication via email today to everyone who has made comments and address it to our firstnames as if this will somehow personalize it. I cannot decide if this is supposed to be an attempt at making me feel you care, or disrespectful as you have no idea of who I am, even thoughwe're neighbors. Your communication shows the level of arrogance the Airport Authority has for the community. This communication does nothing to attempt to work with the community. It juststates that the airport can and will do whatever they wish with the land regardless of the community's concerns. Additionally, as home owners directly impacted it does nothing to answer ourpersonal concerns about zoning, property values and quality of life as you choose to commercialize the area. The members of the Airport Authority appear to be more annoyed by thecommunity's concerns than empathetic to them. This whole process is just history repeating itself. The Airport Authority didn't care about community views in the 1970s when they threatenedeminent domain and they don't care today when they've decided they wish to commercialize the area. The Airport Authority has proven to be a callous and uncaring neighbor. The currentresponse to my initial comments on your Facebook page just further proves this to be true.",8/2/2016
615,"A long term guaranteed legalization of trail use on parcels 2, 3, and 4 could create an IMBA rated ""ride center"" that would become a tourist destination. That would create more demand forairport services and AIRPORT AREA services on the weekend, which hotels and restaurants in the area have been clamoring for. There aren't many urban ride centers in the entire country,and even fewer that wouldn't require the user to at least rent a car. We could be one of, if not THE first.",8/2/2016
616,"I submitted questions over a month ago, in late June, and have not received a response. Your website requests comments and questions. will I receive a response from RDUAA?",8/3/2016
617,"I am opposed to the RDU Airport Authority's plan to develop the project area located to the South and East of National Guard Drive and Aviation Parkway. This area serves as a vital greenspace for the community and our environment. It represents a local treasure to families of all ages providing outdoor recreational opportunities and provides green space and environmentalbenefits to the RDU airport and surrounding communities.The benefits to the greater Raleigh area are enormous and should outweigh the hidden cost to the environment, community good, and traffic impact. It's development for commercial and RDUAuthority revenue opportunities is short-sighted.I urge the rejection of this development plan.Thank you,Raleigh, NC",8/3/2016
618,Leave our parks and trails alone!There is plenty of other land around the Airport to use or other near by areas to have business parks.Leave our parks and trails alone!,8/3/2016
619,"Hi everyone, I wanted to offer some thoughts.... I moved back to the area in the mid-90's for a job opportunity. I discovered the wonders of Lake Crabtree County Park and spent the next fewyears enjoying the Park--the lake , the recreation areas and especially the trail system for hiking and biking. I then relocated out of state for work for some time. I always looked back fondly onthe triangle area with its terrific quality of life and close in access to such wonderful resources. Seven years ago at another career crossroads I moved back to the area. This time it was with mywife and two young children. We chose our new home location based on schools, access to Raleigh/Cary AND access to the Lake Crabtree forested areas. I can't tell you how excited I was/amto call Lake Crabtree my ""home park"" for biking/hiking and other activities. Our first family hiking experience was at Lake Crabtree. Soon after our two children learned to ride their bikes wewere out on the trails at Lake Crabtree in a new way. We took it slow but a couple of years later I am so amazed at the their abilities, their excitement, their fitness, their pride and sense ofaccomplishment. We are at the park nearly every weekend and sometimes during the week. My peers are amazed that my children constantly ask to go to Lake Crabtree and play overspending time on electronic devices/video games. Lastly, part of living in the triangle is the excitement of being part of a dynamic and growing economic fabric that continues to bring new thingsto the area. The RDU airport must continue to grow with the needs of the region otherwise the commerce and other opportunities that make our area great will begin to languish. I've reviewedthe published options and tracts of available land and there seem to be available opportunity for expansion to meet the demand of the airport without destroying some of our most valuableassets (like the forested areas/recreational trail systems). I know the Master Plan Study/RDU-AA will be carefully considering all of these things and will strike the right balance of growth whilepreserving quality of life for residents/stakeholders in the area. Take care",8/3/2016
620,"Please, do not convert the various trails/forested areas adjacent to Umsted into a business part. The trails are a unique major attraction, and a retreat area for residents and others.",8/3/2016
621,"The potential sale/development of the leased property know by many as Crabtree Park is a short-sighted approach that would remove a valuable natural resource and public space from publicaccess forever. The economic gain, purportedly to support the larger financial program of RDU Airport, does not accurately value the public resource that is being managed in a long-term,sustainable fashion. Once it is gone, the region will forever be poorer in the long run.From a process perspective, I have spent the latter part of my career in civic engagement with a goal to be inclusive, equitably address the full spectrum of interests, and be fully transparent inhow, and if, public participation influences the outcome of planning processes. Your approach has been blatantly old school, just share the facts, don't overpublicize the opportunity for input,and keep your cards close to the chest. Enough of the clichÃ©s, I challenge you to publish the full gamut of public comments you have received, in particular on this one high impact land usedecision.If this is a financial exercise to address FHA requirements, then state that. If it is the planning team's, and ultimately the RDU Authority's intent to take the site out of the public domain, thenstate that. The credibility of local governments is harmed by a high-minded, button-down process that appears to devalue the current uses of this site, the economic and wellness benefits thepublic enjoys there.Respectfully",8/3/2016
622,"Dear RDU Airport Authority -Lake Crabtree County Park is more than just a patch of land with some trails where people ride bikes or run. This place is home to so many wonderful memories that are important in the lives ofso many people, especially mine:-my husband and I went on one of our first dates here-I learned how to ride a mountain bike here and discovered the joy of biking-Our sons have been riding here since they were able to ride without training wheels-We have family rides at the park which is creating lifelong memories for us and our kidsI know that countless people could add to the list and many more should have the opportunity to have life-changing moments and create memories here.There are too many offices, restaurants and stores in our area and not enough places for people to get out in the outdoors. Please, I beg you to reconsider your plans for Lake Crabtree Parkand allow families, friends, athletes the freedom to enjoy this wonderful park for decades to come.Thank you for your consideration.Respectfully",8/3/2016
623,It seems to me growth in the triangle area is pushing out local recreation. Is this really the vision and plan we want? Mountain biking areas are constantly being lost to development. Recruitingtechnically skilled workers will be difficult if there are no recreational areas.,8/4/2016
624,I object to changing the lease for lake Crabtree county park and urge the airport authority to sell to wake county or keep the existing lease in place. Lake Crabtree is an essential part of thecommunity and wake county's most heavily used park for recreation and community programs. It would be a blow to the community to lose such a great park to developments that could just beput in other areas that could be just as easily assessable today.,8/4/2016
625,"I object to the development of the land that currently makes up Lake Crabtree County Park, the most heavily used park in the Wake County Park System. I am a mountain biker and hiker anduse these trails weekly to excercise and ride my bike. It is a valuable resource for all of us in Wake County, The Triangle and beyond, and would be a great loss to have this area developed intohotels, office space and a quarry of the purpose of generating revenue. I urge you to consider preserving the existing forested lands, trails and green space within the Airport Authority's projectarea. I would like to suggest instead that the Airport Authority work with surrounding municipalities to investigate the creation of an Urban Trails Center within this property. Please look at whatRichmond, VA and Chattanooga, TN have done to preserve trail systems in close proximity to centers of population and urban growth.",8/4/2016
626,"This expansion plan is deeply upsetting to me as a local runner and cyclist. I use the Greenways multiple times a week, and I am exceedingly proud of the extensive network of communicatingtrails that our community offers. Not only do these miles of Greenway encourage individuals and families to be physically fit, they are a safe and beautiful retreat from increasing amount ofconcrete in our area. Taking away this section of Greenway would significantly diminish the natural beauty of this area and prohibit casual and lifelong walking, running, and cycling enthusiastsfrom participating in the activities we love so much. Please do not take away these lands from the citizens who use and enjoy them so much!",8/4/2016
627,"The plan to convert all the area under this plan, to parking lots and hotels / offices is a very sad one. To many, the Umstead area, Lake Crabtree present a beautiful urban oasis - to teach kidsthe pleasures of outdoor running, biking, hiking. It is disappointing and sad to see these become asphalt and concrete, which we need less of. I am convinced that I will be moving out of WakeCounty shortly, the trend of reckless construction is pretty much writing on the wall",8/4/2016
628,"No, no, no! This is a bad decision. Doing the right thing and considering other options is not about pleasing a group of mountain bikers and hikers, it's about doing what is right for thecommunity. This is a beloved recreational greenspace, people. It's one of the amenities that brings people to the area and keeps them in the area. NOBODY wants more office space! Thereare other options to consider that can be revenue-generating while keeping this valued greenspace intact. I, and many others, urge you to review and seriously consider these options.",8/4/2016
629,"Dear RDUAA,I would like to express my concerns about future development of Lake Crabtree County Park, this park is the oldest county park in the area. One of my points is this is a green zone, if it isdeveloped we will never get it back. This green zone is special to this community, it is easily accessible for all 3 major cities(Durham, Raleigh, Chapel Hill) around the area, which makes itconvenient for groups to meet in a central location. I am a local Mountain Biker, but I know the park offers other groups activities, hiking, trail runners, sailing, birders, etc), all these groups willbe affected with your decision. Please reconsider the development of this area for the community.Thank you for listening,",8/4/2016
630,I love lake Crabtree and the surrounding trails. I have biked and walked these trails. The location is perfect for folks to meet after work and bike. We have too many concrete jungles and the lastthing we need is less trees and more concrete. To consider digging in a quarry so close to houses is very irresponsible and short sighted. Please consider finding funds elsewhere to fund yournew runway.,8/4/2016
631,Save our beautiful forests and trails!What a sad day when this happens. Sooner or later for the love of money the only shade we'll have is from a cloud.,8/4/2016
632,"Yes, the land belongs to the airport (thank you taxpayers). Yes, RDUAA has long term financial obligations. Yes, RDUAA has Federal guidelines that has to be followed. Does that mean thatRDUAA should give people the thumb regarding the 143 acres of green space used by multi-use re-creationists at LCCP? Why doesn't RDUAA and the vision2040 process outline alternativesfor the loss of green space and recreational sources for the public? Wouldn't that garner public support for the airport as whole and be beneficial to the airport in the long run? Talk with WakeCounty, talk with NC State Parks, provide alternatives for the public to view, take care of your needs but don't be selfish.",8/4/2016
633,"I enjoy Lake Crabtree County Park and Umstead. I run and ride in both parks. Please don't develop, encroach or limit these parks. They are a great joy to me and many of my friends who ridethere.",8/5/2016
634,"I'm an urban dwelling highly stressed professional. Getting out doors often and getting exercise regularly are essential to my mental and emotional health. Mountain biking is the perfectcombination of both balms for the stressful and fast paced modern urban life. I write this comment to advocate for land usage dedicated for mountain biking, locally. There are beautiful trailsexisting in Lake Crabtree park, and beautiful forest on nearby air port land. More (not less) of these natural resources should be dedicated to providing safe and dedicated outdoor recreation(i.e. mountain biking). I purport that such is vital to the emotional and mental health (with subsequent effects on economic health) of the adjacent urban communities.Respectfully yours,",8/5/2016
635,"I am well aware of the interest on developing new areas to create revenue for RDU airport. But I also look for a community that have access to enjoy nature and outdoor activities. The Trianglearea is growing and the recreational areas like Lake Crab Tree Park are getting transformed into houses or shopping centers and all kinds of non recreational possibilities are being created.I just want to rise my voice and ask RDU authority to consider the development of this area. I am a neighbor of the park and I am aware of the congestion and increase of business that this willbring.Please just keep the possibility of a place to walk, hike, ride a bicycle or just take the kids to enjoy the nice view of the lake.Thanks,",8/5/2016
636,This park and its trail networks need to be preserved as it is shared and enjoyed by the community. It's lost would be devastating to everyone.,8/5/2016
637,Need to save Crabtree Mtb trail. It's one of our treasure in Raleigh!,8/5/2016
638,"Please do not alter lake Crabtree county park. It is the closest available ride destination to wake county's largest population base. By altering these trails you effect the capacity for bikeenthusiasts to ride single track trails after work for most of the year. Like many of my friends, the proximity of these trails were one of my biggest considerations when purchasing a house inwake county.",8/5/2016
639,Please leave Umstead State Park alone. I do not understand why you object to trees and nature.Profitability and nature can exist together. Let's not have one destroy the other.Thank you!,8/5/2016
640,"There is plenty of building sites ready for construction on the RDU property. MUCH of it is not used as a public park. It seems to me you'd want to exploit other options before upsetting thecommunity. Why not start building near National Guard Rd? or Airgate Dr.? or Pleasant Grove, Or Lumley? There is no need for so much buffer around the airport. There are plenty of examplesof airports in much more densely populated areas. If you want a pretty lake view, then Brier Creek Reservoir is just as pretty.Leave Crabtree Park a park as long as you can.",8/5/2016
641,"I strongly encourage you to keep Lake Crabtree Park and surrounding trails untouched. These are precious resources that I have been enjoying for over 15 years and have also enjoyed withmy family. There are few remaining natural spaces like this in this area, and this would be a devastating loss for the area.",8/5/2016
642,"Don't destroy more open space just in the name of capitalism. You can change the plan. You can do the right thing. We need to keep open spaces for people to play and relax in this alreadyover built concrete jungle.Joni Mitchell said it all ""Pave pardise put up a parking lot"" Think about what you are doing and how it wil affect future generations.",8/5/2016
643,"I respect the need of RDU to improve all services and updates to the RDU airport and surrounding area. Your challenge is to grow to accommodate the population without negatively impactingthe local communities that pay your bills. Maintaining your current footprint - without growth into outlying areas is possible by staying within the North and West zones - areas already buffered by540 and 40. To grow outside these zones is to do a disservice to the local population, negatively impact the environment, housing, recreation, traffic et. al and will reduce the quality of life andthe outdoor spaces which makes this area so desirable.We do not, nor does RDU, need more hotels, parking lots and business parks! For the current generations and all that come after - please weigh the importance of maintaining and enhancingour quality of life - do not degrade it over a few points of short term profit.",8/5/2016
644,"commenting to ask for consideration to maintain the green spaces adjacent to RDU airport. Part of what makes The triangle desirable is the natural resources for recreation and enjoyment. Theareas in question are heavily used by outdoor enthusiasts and are very valuable to this area and the state. The loss of this area cannot be recovered from and would lessen the appeal of theTriangle and quality of life. If the land is not needed for airport expansion, which is not, it should be maintained as is. I ask for you to reconsider the proposed plans. Thank you.",8/5/2016
645,"Please seriously consider maintaining the beautiful public greenspace we like to call Lake Crabtree. It is a pinnacle for the Triangle, and virtually every resident in the area knows of Crabtreeand has visited at some point. It provides walking and biking trails not offered anywhere else in the area. It has served as a starting point for residents looking to get exposed to moutain biking,sailing, kayaking and hiking. Don't put personal gains and greed in front of community.",8/5/2016
646,"Please don't take this natural resource away from the community! I would be devastated to lose the recreational areas at Lake Crabtree County park. I frequently use the mountain bike trails,hiking trails, picnic areas - and love spending time in this wonderful park. Thank you for giving me the opportunity to enjoy nature and voice my opinion.",8/5/2016
647,"Please do not take away this important green space!!!! Hikers, bikers, nature lovers, children -- all will be truly saddened if one of our favorite spots in the triangle is altered : (",8/5/2016
648,RDU is planning on developing much of Umstead State Park for unnecessary businesses and a quarry. Shame on RDU!!,8/5/2016
649,Don't destroy the RTP area by building more office spaces. Central Park in NYC saved a small piece of open space why can't you ??,8/5/2016
650,"I have lived in Cary and invested in, as well as started multiple businesses in this area, which I feel is such a fantastic place to live. A significant part of the appeal of this region for business andpersonal use has been the availability of green space in the form of beautiful parks such as Lake Crabtree County Park. Please do not develop further around this beautiful park and allow thisenvironment to exist as it currently does. This -I believe- encourages not only healthier living, and an escape from stress, but ultimately further investment into this region as I can personally canattest! Thank you for your time and consideration.",8/6/2016
651,Crabtree is beautiful as is! Natural trees and serene. Adding hotel and shopping will ruin the scenic and peaceful atmosphere,8/6/2016
652,"I have seen on the RDU blog that a non-stop flight to Austin is on top of the wish list for RDU. Is there any update on the possibility of this happening in the near future? I travel to Austinregularly, and I am hoping a non-stop flight becomes a reality VERY SOON!",8/6/2016
653,"I am very upset that you would consider tearing down Umstead Park to build more space for the airport! My cross country team as well as many others in the area run at Umstead frequently,and having the park destroyed would be a detriment to our training and morale, as well as that of thousands of other runners in the area. If you follow through with this plan, you will have a largeamount of people disappointed with your decision, including myself. Please don't bulldoze an amazing trail!",8/7/2016
